Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Quadro Partido/Cargo
UF (RS) - Partido (TODOS) - Cargo (TODOS)
29/03/2009 - 00:39:43  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

UF,Município,Partido,Cargo,(E) Total de Eleitos,Votos de Legenda,Votos Nominais,(VT)Total de Votos,(VC) Votos Válidos,% (VT/VC)
"RS","BARROS CASSAL","PAN","Vereador","0","0","0","0","7.488","0.000",
"RS","BENJAMIN CONSTANT DO SUL","PAN","Vereador","0","0","0","0","1.683","0.000",
"RS","BENTO GONCALVES","PAN","Vereador","0","0","0","0","60.668","0.000",
"RS","BOA VISTA DAS MISSOES","PAN","Vereador","0","0","0","0","1.537","0.000",
"RS","BOA VISTA DO BURICA","PAN","Vereador","0","0","0","0","4.822","0.000",
"RS","GETULIO VARGAS","PAN","Vereador","0","0","0","0","10.460","0.000",
"RS","GIRUA","PAN","Vereador","0","0","0","0","11.888","0.000",
"RS","GLORINHA","PAN","Vereador","0","0","0","0","4.744","0.000",
"RS","GRAMADO","PAN","Vereador","0","0","0","0","20.953","0.000",
"RS","GRAMADO DOS LOUREIROS","PAN","Vereador","0","0","0","0","1.788","0.000",
"RS","GRAMADO XAVIER","PAN","Vereador","0","0","0","0","2.731","0.000",
"RS","GRAVATAI","PAN","Vereador","0","20","485","505","128.098","0.394",
"RS","GUABIJU","PAN","Vereador","0","0","0","0","1.388","0.000",
"RS","GUAIBA","PAN","Vereador","0","0","0","0","53.896","0.000",
"RS","GUAPORE","PAN","Vereador","0","0","0","0","13.743","0.000",
"RS","GUARANI DAS MISSOES","PAN","Vereador","0","0","0","0","5.779","0.000",
"RS","HARMONIA","PAN","Vereador","0","0","0","0","3.022","0.000",
"RS","HERVAL","PAN","Vereador","0","0","0","0","4.813","0.000",
"RS","HERVEIRAS","PAN","Vereador","0","0","0","0","1.944","0.000",
"RS","HORIZONTINA","PAN","Vereador","0","0","0","0","12.667","0.000",
