Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (PIAUI) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 13:58:35  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","PI","ANTONIO ALMEIDA","PSDB","45111","ADELMAR GONCALVES GUIMARAES","27","Suplente","1.215","PT / PL / PSDB / PC do B",
"Vereador","PI","ANTONIO ALMEIDA","PSDB","45789","ANTONIO CESAR PEREIRA DAMASCENO","228","Eleito","10.261","PT / PL / PSDB / PC do B",
"Vereador","PI","ANTONIO ALMEIDA","PSDB","45601","DAGILDO ALVES PEREIRA","123","Eleito por Média","5.536","PT / PL / PSDB / PC do B",
"Vereador","PI","ANTONIO ALMEIDA","PSDB","45678","DEMERVAL MARTINS SOARES","151","Eleito","6.796","PT / PL / PSDB / PC do B",
"Vereador","PI","ANTONIO ALMEIDA","PSDB","45122","EDILEUZA NEVES DE ABREU","3","Suplente","0.135","PT / PL / PSDB / PC do B",
"Vereador","PI","ANTONIO ALMEIDA","PT","13456","EPAMINONDAS FERREIRA DOS SANTOS","150","Eleito","6.751","PT / PL / PSDB / PC do B",
"Vereador","PI","ANTONIO ALMEIDA","PSDB","45123","FRANCISCO BARBOSA RIBEIRO NETO","64","Suplente","2.880","PT / PL / PSDB / PC do B",
"Vereador","PI","ANTONIO ALMEIDA","PMDB","15611","JOAO MUNIZ DA COSTA","24","Suplente","1.080","PP / PMDB / PFL",
"Vereador","PI","BERTOLINIA","PMDB","15632","OLINDA DA SILVA JAQUES PEREIRA","211","Eleito","6.317","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PT","13611","OSMUNDO VIEIRA DOS SANTOS","55","Suplente","1.647","PT / PL",
